Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err
191,Mohamed Fares,ALG,DF|FW,Genoa,25,1996,6.5,4,2,1,3,0,0,4,0.0,4,8,3,5,8,12,11,0
192,Diego Farias,BRA,MF|FW,Cagliari,31,1990,0.7,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0
193,Andrea Favilli,ITA,FW,Genoa,24,1997,0.4,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0
194,Federico Fazio,ARG,DF,Salernitana,34,1987,15.9,17,11,10,6,1,9,12,75.0,3,21,16,5,27,44,67,1
195,Luiz Felipe,ITA,DF,Lazio,24,1997,27.7,41,23,21,16,4,20,34,58.8,14,40,33,7,33,74,102,1
196,Alex Ferrari,ITA,DF,Sampdoria,27,1994,18.3,40,22,28,9,3,19,33,57.6,14,31,22,9,39,79,63,1
197,Salvador Ferrer,ESP,DF|MF,Spezia,23,1998,16.6,32,18,15,9,8,12,25,48.0,13,24,12,12,18,50,46,0
198,Riccardo Fiamozzi,ITA,DF,Empoli,28,1993,6.9,7,5,2,2,3,2,4,50.0,2,6,5,1,7,14,12,0
199,Luca Fiordilino,ITA,MF,Venezia,25,1996,7.3,21,13,11,6,4,13,27,48.1,14,14,4,10,11,32,12,0
200,Vincenzo Fiorillo,ITA,GK,Salernitana,31,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
201,Alessandro Florenzi,ITA,DF|FW,Milan,30,1991,12.8,28,14,14,7,7,14,32,43.8,18,9,2,7,27,55,10,1
202,Fernando Forestieri,ITA,FW|MF,Udinese,31,1990,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
203,Francesco Forte,ITA,FW,Venezia,28,1993,4.7,3,2,0,2,1,2,5,40.0,3,1,0,1,0,3,2,0
204,Gianluca Frabotta,ITA,DF|MF,Hellas Verona,22,1999,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
205,Davide Frattesi,ITA,MF,Sassuolo,21,1999,31.7,46,16,26,18,2,26,52,50.0,26,44,12,32,29,75,62,1
206,Morten Frendrup,DEN,DF|MF,Genoa,20,2001,7.7,40,24,19,13,8,13,29,44.8,16,19,2,17,17,57,7,1
207,Remo Freuler,SUI,MF,Atalanta,29,1992,26.3,69,39,22,33,14,30,70,42.9,40,48,8,40,35,104,26,1
208,Matteo Gabbia,ITA,DF,Milan,21,1999,6.0,4,3,1,3,0,0,4,0.0,4,2,2,0,8,12,12,0
209,Manolo Gabbiadini,ITA,FW|MF,Sampdoria,29,1991,12.7,6,4,3,2,1,1,7,14.3,6,5,2,3,3,9,10,0
210,Gianluca Gaetano,ITA,MF,Napoli,21,2000,0.2,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,0,0
211,Luca Gagliano,ITA,FW|DF,Cagliari,21,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
212,Roberto Gagliardini,ITA,MF,Inter,27,1994,7.2,12,6,7,4,1,1,13,7.7,12,14,5,9,9,21,7,0
213,Riccardo Gagliolo,SWE,DF,Salernitana,31,1990,12.6,23,12,16,4,3,16,27,59.3,11,15,8,7,28,51,52,0
214,Nicolas Galazzi,ITA,MF,Venezia,20,2000,0.2,2,1,1,0,1,0,1,0.0,1,0,0,0,0,2,0,0
215,Pablo Galdames Millán,CHI,MF,Genoa,24,1996,11.4,28,12,6,16,6,12,35,34.3,23,16,2,14,8,36,9,1
216,Luca Gemello,ITA,GK,Torino,21,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
217,Paolo Ghiglione,ITA,DF,Genoa,24,1997,6.7,17,12,8,6,3,9,14,64.3,5,11,5,6,10,27,12,1
218,Faouzi Ghoulam,ALG,DF,Napoli,30,1991,3.7,3,1,1,2,0,0,3,0.0,3,2,1,1,3,6,10,0
219,Sebastian Giovinco,ITA,MF,Sampdoria,34,1987,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
220,Olivier Giroud,FRA,FW,Milan,34,1986,21.0,15,11,4,6,5,3,17,17.6,14,13,4,9,3,18,19,0
221,Diego Godín,URU,DF,Cagliari,35,1986,9.1,18,7,13,3,2,10,15,66.7,5,7,5,2,13,31,46,0
222,Edoardo Goldaniga,ITA,DF,Cagliari,27,1993,10.4,12,5,7,5,0,4,11,36.4,7,8,5,3,22,34,23,0
223,Edoardo Goldaniga,ITA,DF|MF,Sassuolo,27,1993,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
224,Cedric Gondo,CIV,FW,Salernitana,24,1996,7.8,5,2,2,2,1,2,5,40.0,3,2,0,2,3,8,2,0
225,Nicolás González,ARG,FW,Fiorentina,23,1998,26.2,21,16,6,8,7,9,28,32.1,19,26,2,24,21,42,4,1
226,Robin Gosens,GER,DF,Atalanta,27,1994,5.1,7,3,3,4,0,4,8,50.0,4,4,0,4,9,16,1,0
227,Robin Gosens,GER,DF,Inter,27,1994,1.9,3,1,1,2,0,0,0,,0,5,2,3,3,6,3,0
228,Alberto Grassi,ITA,MF,Cagliari,26,1995,24.2,47,26,13,30,4,16,38,42.1,22,27,9,18,63,110,33,1
229,Koray Günter,GER,DF,Hellas Verona,26,1994,26.8,32,18,19,11,2,16,32,50.0,16,27,21,6,69,101,110,1
230,Albert Guðmundsson,ISL,FW|MF,Genoa,24,1997,6.7,5,3,2,1,2,3,8,37.5,5,2,0,2,5,10,4,0
231,Emmanuel Gyasi,GHA,FW|MF,Spezia,27,1994,33.7,47,30,31,9,7,21,41,51.2,20,22,4,18,16,63,43,1
232,Norbert Gyömbér,SVK,DF,Salernitana,29,1992,28.5,53,32,40,11,2,33,50,66.0,17,38,24,14,44,97,126,1
233,Nicolas Haas,SUI,MF,Empoli,25,1996,11.1,35,22,15,10,10,17,39,43.6,22,24,4,20,9,44,17,1
234,Samir Handanović,SVN,GK,Inter,37,1984,37.0,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,6,3
235,Ridgeciano Haps,SUR,DF,Venezia,28,1993,22.8,36,20,26,4,6,11,21,52.4,10,34,12,22,29,65,57,1
236,Abdou Harroui,NED,MF,Sassuolo,23,1998,5.0,11,4,4,7,0,8,11,72.7,3,14,0,14,4,15,5,0
237,Hans Hateboer,NED,DF|MF,Atalanta,27,1994,15.4,22,14,10,8,4,11,26,42.3,15,11,1,10,7,29,20,0
238,Silvan Hefti,SUI,DF,Genoa,23,1997,14.3,50,30,23,22,5,32,58,55.2,26,20,4,16,20,70,34,1
239,Liam Henderson,SCO,MF,Empoli,25,1996,22.4,22,13,7,8,7,9,31,29.0,22,14,4,10,9,31,13,0
240,Dalbert Henrique,BRA,DF|MF,Cagliari,27,1993,23.1,43,23,23,16,4,11,35,31.4,24,28,5,23,24,67,34,0
241,Matheus Henrique,BRA,MF,Sassuolo,23,1997,12.0,10,3,6,3,1,6,24,25.0,18,14,2,12,7,17,12,1
242,Thomas Henry,FRA,FW,Venezia,26,1994,23.5,9,4,2,3,4,5,13,38.5,8,11,5,6,2,11,25,0
243,Theo Hernández,FRA,DF,Milan,23,1997,30.1,53,35,34,14,5,29,40,72.5,11,16,3,13,23,76,29,3
244,Hernani,BRA,MF|FW,Genoa,27,1994,7.6,20,10,8,9,3,13,32,40.6,19,17,4,13,13,33,5,1
245,Daan Heymans,BEL,MF|FW,Venezia,22,1999,2.8,3,1,1,2,0,1,5,20.0,4,7,3,4,4,7,3,0
246,Aaron Hickey,SCO,DF,Bologna,19,2002,31.3,46,29,24,15,7,20,30,66.7,10,36,13,23,29,75,44,0
247,Martin Hongla,CMR,MF,Hellas Verona,23,1998,7.2,14,8,5,6,3,4,8,50.0,4,6,2,4,4,18,16,1
248,Sydney van Hooijdonk,NED,FW|MF,Bologna,21,2000,0.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
249,Petko Hristov,BUL,DF,Spezia,22,1999,13.9,17,10,11,6,0,10,16,62.5,6,29,23,6,19,36,47,0
250,Elseid Hysaj,ALB,DF,Lazio,27,1994,22.5,46,30,25,17,4,29,45,64.4,16,18,6,12,24,70,34,1
251,Roger Ibanez,BRA,DF,Roma,22,1998,32.1,54,32,31,19,4,26,43,60.5,17,26,7,19,62,116,104,2
252,Zlatan Ibrahimović,SWE,FW,Milan,39,1981,11.3,0,0,0,0,0,0,2,0.0,2,2,1,1,3,3,9,0
253,Igor,BRA,DF,Fiorentina,23,1998,24.9,53,31,34,16,3,30,40,75.0,10,37,19,18,31,84,46,4
254,Jonathan Ikone,FRA,FW,Fiorentina,23,1998,7.2,7,3,2,3,2,3,10,30.0,7,10,2,8,1,8,2,0
255,Ivan Ilić,SRB,MF,Hellas Verona,20,2001,28.1,39,18,16,19,4,20,54,37.0,34,34,12,22,22,61,55,0
256,Josip Iličić,SVN,MF|FW,Atalanta,33,1988,9.3,7,7,3,2,2,4,17,23.5,13,6,1,5,3,10,1,0
257,Ciro Immobile,ITA,FW,Lazio,31,1990,30.1,10,5,4,4,2,1,15,6.7,14,7,1,6,3,13,16,0
258,Lorenzo Insigne,ITA,FW,Napoli,30,1991,25.4,23,14,8,12,3,8,44,18.2,36,30,1,29,20,43,3,1
259,Ardian Ismajli,ALB,DF,Empoli,24,1996,14.1,13,9,8,4,1,5,14,35.7,9,21,11,10,24,37,80,0
260,Armando Izzo,ITA,DF,Torino,29,1992,5.8,16,9,14,2,0,9,11,81.8,2,5,4,1,17,33,21,0
261,Mato Jajalo,BIH,MF,Udinese,33,1988,7.0,24,14,14,7,3,11,23,47.8,12,7,0,7,11,35,5,0
262,Paweł Jaroszyński,POL,DF,Salernitana,26,1994,5.7,10,5,7,3,0,5,7,71.4,2,4,0,4,10,20,19,0
263,Juan Jesus,BRA,DF,Napoli,30,1991,14.2,25,17,14,11,0,12,18,66.7,6,21,16,5,9,34,34,0
264,Dennis Johnsen,NOR,FW|MF,Venezia,23,1998,16.1,14,10,8,4,2,6,18,33.3,12,14,1,13,5,19,3,0
265,Kaio Jorge,BRA,MF|FW,Juventus,19,2002,1.3,2,1,0,2,0,1,3,33.3,2,1,0,1,0,2,2,0
266,Flavio Junior Bianchi,ITA,FW|MF,Genoa,21,2000,3.5,2,2,1,0,1,0,2,0.0,2,0,0,0,0,2,0,0
267,Hamed Junior Traorè,CIV,FW|MF,Sassuolo,21,2000,19.7,32,18,8,14,10,10,46,21.7,36,22,2,20,12,44,6,1
268,Nikola Kalinić,CRO,FW,Hellas Verona,33,1988,4.5,2,0,0,1,1,1,2,50.0,1,2,0,2,0,2,2,0
269,Yayah Kallon,SLE,FW|MF,Genoa,20,2001,7.1,15,11,5,6,4,3,11,27.3,8,7,1,6,1,16,5,0
270,Pierre Kalulu,FRA,DF,Milan,21,2000,21.6,61,36,36,21,4,17,22,77.3,5,36,15,21,26,87,54,0
271,Dimitrije Kamenović,SRB,DF,Lazio,21,2000,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,1,0
272,Rick Karsdorp,NED,DF|FW,Roma,26,1995,32.0,53,38,33,13,7,28,50,56.0,22,22,5,17,34,87,26,1
273,Denso Kasius,NED,DF|FW,Bologna,18,2002,2.0,9,7,5,3,1,2,5,40.0,3,4,0,4,3,12,4,0
274,Grigoris Kastanos,CYP,MF|FW,Salernitana,23,1998,15.0,30,19,9,19,2,7,23,30.4,16,21,5,16,22,52,8,0
275,Moise Kean,ITA,FW,Juventus,21,2000,12.2,9,4,2,5,2,6,16,37.5,10,5,0,5,3,12,8,1
276,Wajdi Kechrida,TUN,DF|MF,Salernitana,25,1995,10.6,9,6,6,3,0,8,13,61.5,5,10,2,8,8,17,15,0
277,Dimitrios Keramitsis,GRE,MF,Roma,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
278,Franck Kessié,CIV,MF,Milan,24,1996,25.6,41,23,12,24,5,17,26,65.4,9,39,10,29,23,64,22,0
279,Jakub Kiwior,POL,MF,Spezia,21,2000,21.8,50,27,25,19,6,26,57,45.6,31,38,15,23,40,90,53,0
280,Sofian Kiyine,MAR,MF|FW,Venezia,23,1997,13.8,24,14,9,11,4,12,32,37.5,20,15,1,14,10,34,9,0
281,Simon Kjær,DEN,DF,Milan,32,1989,8.9,20,12,9,8,3,6,12,50.0,6,17,13,4,9,29,39,0
282,Aleksandr Kokorin,RUS,FW|MF,Fiorentina,30,1991,0.6,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
283,Aleksandar Kolarov,SRB,DF,Inter,35,1985,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
284,Teun Koopmeiners,NED,MF,Atalanta,23,1998,23.6,40,24,10,19,11,22,54,40.7,32,31,2,29,15,55,19,0
285,Kalidou Koulibaly,SEN,DF,Napoli,30,1991,26.7,39,23,31,6,2,25,38,65.8,13,41,25,16,29,68,90,1
286,Christos Kourfalidis,GRE,MF|FW,Cagliari,18,2002,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
287,Viktor Kovalenko,UKR,MF,Spezia,25,1996,14.7,16,10,7,8,1,9,21,42.9,12,16,3,13,13,29,8,0
288,Julian Kristoffersen,NOR,FW,Salernitana,24,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
289,Rade Krunić,BIH,MF|FW,Milan,27,1993,15.7,33,18,16,14,3,15,31,48.4,16,19,2,17,16,49,17,0
290,Dejan Kulusevski,SWE,FW|MF,Juventus,21,2000,8.6,15,12,9,6,0,8,21,38.1,13,14,0,14,5,20,5,0
291,Marash Kumbulla,ALB,DF,Roma,21,2000,11.4,21,13,13,7,1,8,15,53.3,7,17,8,9,16,37,26,0
292,Giorgos Kyriakopoulos,GRE,DF|FW,Sassuolo,25,1996,21.9,30,14,19,7,4,19,38,50.0,19,32,9,23,11,41,52,0
293,Andrea La Mantia,ITA,FW|MF,Empoli,30,1991,5.4,2,0,0,0,2,1,2,50.0,1,3,1,2,1,3,6,0
294,Sam Lammers,NED,FW|MF,Atalanta,24,1997,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
295,Kevin Lasagna,ITA,MF|FW,Hellas Verona,28,1992,13.2,13,7,4,5,4,4,15,26.7,11,16,0,16,3,16,7,0
296,Darko Lazović,SRB,DF,Hellas Verona,30,1990,30.7,36,23,20,8,8,21,39,53.8,18,28,4,24,19,55,49,1
297,Manuel Lazzari,ITA,DF,Lazio,27,1993,18.5,28,14,13,15,0,16,26,61.5,10,10,2,8,12,40,16,1
298,Patrick Leal,USA,FW,Venezia,18,2003,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
299,Rafael Leão,POR,FW,Milan,22,1999,28.9,17,7,3,9,5,10,20,50.0,10,12,1,11,12,29,8,0
300,Lucas Leiva,BRA,MF,Lazio,34,1987,18.9,55,30,26,25,4,15,53,28.3,38,27,10,17,28,83,37,0
301,Luca Lezzerini,ITA,GK,Venezia,26,1995,5.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
302,Ben Lhassine Kone,CIV,MF,Torino,21,2000,0.9,3,3,1,2,0,1,2,50.0,1,0,0,0,1,4,1,0
303,Matthijs de Ligt,NED,DF,Juventus,21,1999,29.7,34,19,21,13,0,15,18,83.3,3,31,21,10,26,60,103,0
304,Anderson Lima,BRA,MF,Lazio,21,1999,0.7,2,0,1,1,0,0,2,0.0,2,1,0,1,2,4,1,0
305,Karol Linetty,POL,MF|FW,Torino,26,1995,10.0,14,8,3,4,7,6,18,33.3,12,8,0,8,3,17,2,0
306,Stanislav Lobotka,SVK,MF,Napoli,26,1994,18.7,39,24,16,20,3,14,36,38.9,22,9,1,8,12,51,13,1
307,Manuel Locatelli,ITA,MF,Juventus,23,1998,24.0,44,25,21,16,7,21,47,44.7,26,43,21,22,22,66,33,0
308,Maxime Lopez,FRA,MF,Sassuolo,23,1997,32.6,69,36,40,27,2,35,87,40.2,52,33,7,26,42,111,38,1
309,Matteo Lovato,ITA,DF,Atalanta,21,2000,3.4,5,4,4,1,0,0,1,0.0,1,4,2,2,7,12,8,0
310,Matteo Lovato,ITA,DF,Cagliari,21,2000,13.8,23,15,13,10,0,8,20,40.0,12,21,10,11,28,51,43,0
311,Hirving Lozano,MEX,FW,Napoli,26,1995,17.9,28,20,12,11,5,8,30,26.7,22,24,0,24,9,37,9,0
312,José Luis Palomino,ARG,DF,Atalanta,31,1990,29.7,78,40,42,33,3,32,50,64.0,18,43,21,22,100,178,80,2
313,Saša Lukić,SRB,MF,Torino,24,1996,33.1,51,34,17,27,7,19,43,44.2,24,34,6,28,24,75,41,0
314,Sebastiano Luperto,ITA,DF,Empoli,24,1996,21.8,29,17,17,10,2,10,20,50.0,10,32,26,6,45,74,132,0
315,Charalambos Lykogiannis,GRE,DF|FW,Cagliari,27,1993,20.2,19,12,16,1,2,11,20,55.0,9,18,8,10,31,50,73,0
316,Niki Mäenpää,FIN,GK,Venezia,36,1985,16.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,2
317,Giulio Maggiore,ITA,MF,Spezia,23,1998,31.3,58,32,20,32,6,31,77,40.3,46,30,5,25,29,87,33,0
318,Francesco Magnanelli,ITA,MF,Sassuolo,36,1984,3.0,5,4,4,1,0,1,9,11.1,8,3,1,2,1,6,3,0
319,Giangiacomo Magnani,ITA,DF,Hellas Verona,25,1995,5.9,10,7,5,5,0,8,16,50.0,8,5,3,2,10,20,46,0
320,Giangiacomo Magnani,ITA,DF,Sampdoria,25,1995,2.7,4,2,4,0,0,1,1,100.0,0,2,2,0,7,11,12,0
321,Mike Maignan,FRA,GK,Milan,26,1995,32.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,4,2
322,Ainsley Maitland-Niles,ENG,DF,Roma,23,1997,5.4,8,6,5,0,3,5,14,35.7,9,7,0,7,6,14,7,0
323,Jean-Victor Makengo,FRA,MF,Udinese,23,1998,26.1,30,21,7,17,6,15,29,51.7,14,26,6,20,19,49,17,0
324,Nikola Maksimović,SRB,DF,Genoa,29,1991,12.4,14,6,10,4,0,7,9,77.8,2,17,11,6,12,26,61,1
325,Kévin Malcuit,MAR,DF|MF,Napoli,30,1991,3.2,4,2,4,0,0,2,2,100.0,0,3,0,3,8,12,6,0
326,Daniel Maldini,ITA,MF,Milan,19,2001,1.6,8,3,4,3,1,2,6,33.3,4,4,0,4,1,9,0,0
327,Youssef Maleh,MAR,MF,Fiorentina,22,1998,11.3,27,16,8,13,6,12,25,48.0,13,14,1,13,6,33,2,0
328,Ruslan Malinovskyi,UKR,MF|FW,Atalanta,28,1993,17.7,18,10,3,10,5,5,19,26.3,14,27,3,24,5,23,1,0
329,Rey Manaj,ALB,FW,Spezia,24,1997,19.6,19,12,3,11,5,6,26,23.1,20,16,0,16,4,23,13,0
330,Gianluca Mancini,ITA,DF,Roma,25,1996,32.0,41,25,22,18,1,18,33,54.5,15,38,19,19,39,80,69,0
331,Leonardo Mancuso,ITA,FW,Empoli,29,1992,4.7,1,1,0,1,0,0,6,0.0,6,2,0,2,1,2,2,0
332,Rolando Mandragora,ITA,MF,Torino,24,1997,14.7,21,10,3,16,2,12,21,57.1,9,18,4,14,10,31,13,0
333,Kostas Manolas,GRE,DF,Napoli,30,1991,3.5,2,2,1,1,0,2,3,66.7,1,2,1,1,4,6,10,1
334,Riccardo Marchizza,ITA,DF,Empoli,23,1998,15.0,21,15,11,8,2,11,16,68.8,5,15,6,9,10,31,24,0
335,Gian Marco Ferrari,ITA,DF,Sassuolo,29,1992,34.7,16,11,10,6,0,10,23,43.5,13,37,27,10,43,59,114,2
336,Davide Marfella,ITA,GK,Napoli,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
337,Pablo Marí,ESP,DF,Udinese,27,1993,14.9,16,8,8,6,2,8,16,50.0,8,18,12,6,21,37,72,0
338,Răzvan Marin,ROU,MF,Cagliari,25,1996,31.3,42,21,16,22,4,24,54,44.4,30,23,5,18,10,52,17,1
339,Lautaro Martínez,ARG,FW,Inter,23,1997,25.4,20,10,3,10,7,6,11,54.5,5,21,1,20,18,38,6,0
340,Lucas Martínez Quarta,ARG,DF,Fiorentina,25,1996,15.9,36,25,23,11,2,21,34,61.8,13,22,9,13,19,55,46,0
341,Adam Marušić,MNE,DF,Lazio,28,1992,30.2,30,18,16,12,2,13,32,40.6,19,19,8,11,41,71,71,0
342,Andrea Masiello,ITA,DF,Genoa,35,1986,5.7,5,3,4,1,0,4,7,57.1,3,8,4,4,11,16,20,1
343,Aleš Matějů,CZE,DF,Venezia,25,1996,8.1,16,12,10,5,1,13,29,44.8,16,10,6,4,9,25,15,0
344,Borja Mayoral,ESP,FW|DF,Roma,24,1997,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
345,Pasquale Mazzocchi,ITA,DF,Venezia,26,1995,13.8,18,8,11,4,3,10,26,38.5,16,11,8,3,21,39,31,1
346,Pasquale Mazzocchi,ITA,DF,Salernitana,26,1995,14.1,28,19,15,11,2,14,34,41.2,20,5,0,5,11,39,31,0
347,Ibrahima Mbaye,SEN,DF,Bologna,26,1994,1.2,1,1,1,0,0,1,2,50.0,1,1,1,0,1,2,6,0
348,Weston McKennie,USA,MF,Juventus,22,1998,15.2,20,11,11,7,2,8,26,30.8,18,17,8,9,23,43,20,0
349,Gary Medel,CHI,DF,Bologna,33,1987,31.4,39,23,27,11,1,16,36,44.4,20,30,21,9,44,83,112,0
350,Filippo Melegoni,ITA,MF|FW,Genoa,22,1999,10.9,20,12,5,8,7,8,16,50.0,8,10,1,9,11,31,8,1
351,Arthur Melo,BRA,MF,Juventus,24,1996,10.7,25,12,10,14,1,13,24,54.2,11,11,2,9,7,32,8,1
352,Alex Meret,ITA,GK,Napoli,24,1997,6.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
353,Yıldırım Mert Çetin,TUR,MF,Hellas Verona,24,1997,0.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
354,Dries Mertens,BEL,FW|MF,Napoli,34,1987,15.4,16,7,1,11,4,3,16,18.8,13,8,2,6,9,25,2,0
355,Junior Messias,BRA,FW|MF,Milan,30,1991,15.9,34,18,11,14,9,15,34,44.1,19,11,1,10,17,51,17,0
356,Kingsley Michael,NGA,MF,Bologna,21,1999,0.8,4,1,2,2,0,1,2,50.0,1,2,1,1,1,5,1,1
357,Valentin Mihaila,ROU,MF|FW,Atalanta,21,2000,0.8,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0
358,Mikael,BRA,FW|MF,Salernitana,22,1999,1.0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
359,Hilmir Mikaelsson,ISL,FW,Venezia,17,2004,0.2,2,0,0,1,1,0,0,,0,0,0,0,0,2,0,0
360,Nikola Milenković,SRB,DF,Fiorentina,23,1997,32.5,54,32,31,20,3,29,34,85.3,5,30,15,15,39,93,94,0
361,Sergej Milinković-Savić,SRB,MF,Lazio,26,1995,34.4,67,44,20,32,15,29,67,43.3,38,50,9,41,34,101,43,1
362,Vanja Milinković-Savić,SRB,GK,Torino,24,1997,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2
363,Aleksei Miranchuk,RUS,MF|FW,Atalanta,25,1995,8.6,11,7,3,7,1,4,12,33.3,8,3,0,3,1,12,7,0
364,Fabio Miretti,ITA,MF,Juventus,17,2003,3.6,4,2,2,2,0,2,9,22.2,7,3,1,2,2,6,3,0
365,Henrikh Mkhitaryan,ARM,MF|FW,Roma,32,1989,27.7,45,29,11,27,7,17,52,32.7,35,33,2,31,22,67,33,0
366,Marco Modolo,ITA,DF,Venezia,32,1989,4.4,6,3,4,2,0,2,5,40.0,3,6,6,0,4,10,26,0
367,Nahuel Molina,ARG,DF,Udinese,23,1998,29.3,41,24,17,21,3,16,48,33.3,32,24,3,21,22,63,44,2
368,Cristian Molinaro,ITA,DF,Venezia,38,1983,6.1,12,9,10,2,0,5,7,71.4,2,7,2,5,6,18,20,0
369,Lorenzo Montipò,ITA,GK,Hellas Verona,25,1996,34.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,3
370,Álvaro Morata,ESP,FW,Juventus,28,1992,25.6,18,9,4,9,5,8,31,25.8,23,26,1,25,5,23,24,0
371,Raúl Moro,ESP,FW,Lazio,18,2002,2.2,3,3,0,2,1,1,5,20.0,4,2,0,2,0,3,0,0
372,Andrei Motoc,ROU,DF,Salernitana,19,2002,1.0,1,1,0,1,0,0,0,,0,2,2,0,2,3,1,0
373,Lys Mousset,FRA,MF|FW,Salernitana,25,1996,1.8,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0
374,Samuel Mráz,SVK,FW,Spezia,24,1997,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
375,Mert Müldür,TUR,DF,Sassuolo,22,1999,22.7,52,35,43,7,2,27,49,55.1,22,25,6,19,24,76,44,1
376,Luis Muriel,COL,FW|MF,Atalanta,30,1991,17.1,15,4,2,7,6,3,19,15.8,16,12,0,12,4,19,5,0
377,Vedat Muriqi,KVX,FW,Lazio,27,1994,2.4,1,0,1,0,0,0,5,0.0,5,0,0,0,0,1,2,0
378,Nicola Murru,ITA,DF,Sampdoria,26,1994,10.9,22,17,10,11,1,8,13,61.5,5,17,3,14,7,29,20,1
379,Juan Musso,ARG,GK,Atalanta,27,1994,32.6,1,1,1,0,0,0,0,,0,0,0,0,0,1,17,1
380,Joakim Mæhle,DEN,DF|MF,Atalanta,24,1997,16.3,21,11,6,9,6,12,27,44.4,15,18,2,16,14,35,13,0
381,Nahitan Nández,URU,MF|DF,Cagliari,25,1995,16.9,39,21,16,15,8,18,33,54.5,15,16,1,15,9,48,15,1
382,Nani,POR,MF|FW,Venezia,34,1986,3.2,2,1,1,1,0,0,1,0.0,1,1,0,1,2,4,0,1
383,Matija Nastasić,SRB,DF,Fiorentina,28,1993,2.4,1,1,1,0,0,1,1,100.0,0,1,1,0,5,6,11,0
384,Ilija Nestorovski,MKD,FW,Udinese,31,1990,2.1,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,4,0
385,Aurélien Nguiamba,FRA,MF,Spezia,22,1999,0.6,3,2,1,2,0,2,3,66.7,1,2,1,1,0,3,1,0
386,Dimitris Nikolaou,GRE,DF,Spezia,22,1998,36.0,39,26,29,7,3,22,34,64.7,12,48,24,24,49,88,132,1
387,Jean-Pierre Nsame,CMR,FW,Venezia,28,1993,2.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0
388,Bram Nuytinck,NED,DF,Udinese,31,1990,22.6,38,24,24,13,1,15,34,44.1,19,42,31,11,22,60,101,0
389,Simeon Nwankwo,NGA,FW,Salernitana,29,1992,9.4,5,5,0,4,1,4,10,40.0,6,8,3,5,3,8,10,0
390,M'Bala Nzola,ANG,FW,Spezia,24,1996,11.9,2,2,0,0,2,1,6,16.7,5,8,0,8,0,2,13,0
391,Adam Obert,SVK,DF|MF,Cagliari,18,2002,3.0,8,5,6,2,0,5,6,83.3,1,6,4,2,4,12,11,0
392,Joel Obi,NGA,MF|DF,Salernitana,30,1991,12.7,23,14,5,14,4,5,12,41.7,7,17,6,11,10,33,7,0
393,Brian Oddei,ITA,FW,Sassuolo,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
394,Álvaro Odriozola,ESP,DF,Fiorentina,25,1995,19.3,25,15,12,6,7,15,32,46.9,17,17,6,11,8,33,25,2
395,Stefano Okaka,ITA,FW,Udinese,31,1989,0.2,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
