Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
153,Kevin Goden,GER,DF|MF,Nürnberg,19,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
154,Mario Gómez,GER,FW,Stuttgart,33,1985,24.6,7,53,21,39.6,2.16,0.85,0.13,0.33,15.1,0,0,0,9.3,9.3,0.19,-2.3,-2.3
155,Jérôme Gondorf,GER,MF|FW,Freiburg,30,1988,14.4,2,23,7,30.4,1.60,0.49,0.09,0.29,22.8,4,0,0,1.5,1.5,0.07,+0.5,+0.5
156,Nicolás González,ARG,FW|MF,Stuttgart,20,1998,24.0,2,59,11,18.6,2.46,0.46,0.03,0.18,15.0,0,0,0,6.3,6.3,0.11,-4.3,-4.3
157,Leon Goretzka,GER,MF,Bayern Munich,23,1995,22.5,8,55,21,38.2,2.45,0.93,0.15,0.38,16.7,0,0,0,6.3,6.3,0.11,+1.7,+1.7
158,Felix Götze,GER,MF,Augsburg,20,1998,1.4,1,2,2,100.0,1.43,1.43,0.50,0.50,5.2,0,0,0,1.1,1.1,0.53,-0.1,-0.1
159,Mario Götze,GER,FW|MF,Dortmund,26,1992,18.6,7,28,16,57.1,1.51,0.86,0.25,0.44,14.7,0,0,0,4.7,4.7,0.17,+2.3,+2.3
160,Jeffrey Gouweleeuw,NED,DF,Augsburg,27,1991,23.2,0,8,2,25.0,0.34,0.09,0.00,0.00,19.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7
161,Michael Gregoritsch,AUT,MF|FW,Augsburg,24,1994,27.6,6,84,23,27.4,3.04,0.83,0.06,0.22,16.6,6,1,1,10.1,9.3,0.11,-4.1,-4.3
162,Vincenzo Grifo,ITA,MF|FW,Hoffenheim,25,1993,3.7,1,14,2,14.3,3.76,0.54,0.00,0.00,21.6,2,1,1,1.5,0.7,0.05,-0.5,-0.7
163,Vincenzo Grifo,ITA,MF|FW,Freiburg,25,1993,15.9,6,41,13,31.7,2.59,0.82,0.12,0.38,20.8,7,1,1,3.6,2.9,0.07,+2.4,+2.1
164,Florian Grillitsch,AUT,MF,Hoffenheim,22,1995,26.6,0,32,10,31.3,1.20,0.38,0.00,0.00,24.0,0,0,0,1.3,1.3,0.04,-1.3,-1.3
165,Marko Grujić,SRB,MF,Hertha BSC,22,1996,19.8,5,46,20,43.5,2.33,1.01,0.11,0.25,19.2,0,0,0,4.4,4.4,0.10,+0.6,+0.6
166,Raphaël Guerreiro,POR,FW|DF,Dortmund,24,1993,17.0,2,35,14,40.0,2.06,0.83,0.06,0.14,20.3,3,0,0,2.8,2.8,0.08,-0.8,-0.8
167,Josuha Guilavogui,FRA,MF,Wolfsburg,27,1990,17.4,2,7,5,71.4,0.40,0.29,0.29,0.40,14.1,0,0,0,1.0,1.0,0.15,+1.0,+1.0
168,Péter Gulácsi,HUN,GK,RB Leipzig,28,1990,32.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
169,Manuel Gulde,GER,DF,Freiburg,27,1991,19.0,1,6,2,33.3,0.32,0.11,0.17,0.50,8.9,0,0,0,0.9,0.9,0.14,+0.1,+0.1
170,Christian Günter,GER,DF|MF,Freiburg,25,1993,32.0,0,29,8,27.6,0.91,0.25,0.00,0.00,24.0,1,0,0,1.2,1.2,0.04,-1.2,-1.2
171,Ahmet Gürleyen,GER,DF,Mainz 05,19,1999,0.1,0,1,0,0.0,6.92,0.00,0.00,,14.3,0,0,0,0.6,0.6,0.61,-0.6,-0.6
172,Jonathan de Guzmán,NED,MF,Eint Frankfurt,30,1987,17.4,3,22,7,31.8,1.27,0.40,0.14,0.43,20.6,2,0,0,3.2,3.2,0.15,-0.2,-0.2
173,Janik Haberer,GER,MF|FW,Freiburg,24,1994,26.0,1,26,3,11.5,1.00,0.12,0.04,0.33,22.1,0,0,0,1.3,1.3,0.05,-0.3,-0.3
174,Alexander Hack,GER,DF,Mainz 05,24,1993,11.3,1,12,2,16.7,1.06,0.18,0.08,0.50,13.9,0,0,0,0.9,0.9,0.07,+0.1,+0.1
175,Benjamin Hadžić,BIH,FW|MF,Hannover 96,19,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
176,André Hahn,GER,FW|MF,Augsburg,27,1990,22.8,4,37,14,37.8,1.62,0.61,0.11,0.29,17.2,0,0,0,2.9,2.9,0.08,+1.1,+1.1
177,Amadou Haidara,MLI,MF,RB Leipzig,20,1998,4.2,1,12,2,16.7,2.86,0.48,0.08,0.50,22.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4
178,Achraf Hakimi,MAR,DF,Dortmund,19,1998,19.3,2,20,5,25.0,1.03,0.26,0.10,0.40,21.5,0,0,0,1.7,1.7,0.08,+0.3,+0.3
179,Sébastien Haller,CIV,FW,Eint Frankfurt,24,1994,24.2,15,51,23,45.1,2.10,0.95,0.24,0.52,11.8,0,3,3,13.1,10.7,0.21,+1.9,+1.3
180,Marcel Halstenberg,GER,DF|FW,RB Leipzig,26,1991,26.8,3,21,8,38.1,0.78,0.30,0.05,0.13,20.4,6,2,2,3.6,2.0,0.10,-0.6,-1.0
181,Genki Haraguchi,JPN,MF|DF,Hannover 96,27,1991,23.7,0,32,6,18.8,1.35,0.25,0.00,0.00,20.5,3,0,0,2.6,2.6,0.08,-2.6,-2.6
182,Amine Harit,MAR,MF|FW,Schalke 04,21,1997,12.0,1,12,5,41.7,1.00,0.42,0.08,0.20,22.2,0,0,0,1.0,1.0,0.09,0.0,0.0
183,Martin Harnik,AUT,FW|MF,Werder Bremen,31,1987,9.2,4,28,17,60.7,3.04,1.85,0.14,0.24,13.0,0,0,0,5.8,5.8,0.21,-1.8,-1.8
184,Makoto Hasebe,JPN,DF|MF,Eint Frankfurt,34,1984,28.0,0,2,1,50.0,0.07,0.04,0.00,0.00,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
185,Kai Havertz,GER,MF|FW,Leverkusen,19,1999,32.2,17,84,39,46.4,2.61,1.21,0.17,0.36,17.1,3,3,3,12.1,9.7,0.12,+4.9,+4.3
186,Thorgan Hazard,BEL,FW|MF,M'Gladbach,25,1993,31.9,10,70,22,31.4,2.19,0.69,0.10,0.32,21.6,7,3,5,9.8,5.9,0.08,+0.2,+1.1
187,Dominique Heintz,GER,DF,Freiburg,24,1993,33.9,1,10,4,40.0,0.29,0.12,0.10,0.25,14.8,0,0,0,0.8,0.8,0.08,+0.2,+0.2
188,Rouwen Hennings,GER,FW,Düsseldorf,30,1987,20.4,7,58,21,36.2,2.85,1.03,0.10,0.29,15.7,0,1,1,8.5,7.7,0.13,-1.5,-1.7
189,Benjamin Henrichs,GER,DF,Leverkusen,21,1997,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
190,Patrick Herrmann,GER,FW|DF,M'Gladbach,27,1991,12.0,3,19,4,21.1,1.58,0.33,0.16,0.75,19.8,2,0,0,1.5,1.5,0.08,+1.5,+1.5
191,Martin Hinteregger,AUT,DF,Augsburg,25,1992,17.5,2,17,4,23.5,0.97,0.23,0.12,0.50,21.3,1,0,0,0.9,0.9,0.05,+1.1,+1.1
192,Martin Hinteregger,AUT,DF,Eint Frankfurt,25,1992,12.7,1,11,2,18.2,0.87,0.16,0.09,0.50,21.5,0,0,0,1.2,1.2,0.11,-0.2,-0.2
193,Marwin Hitz,SUI,GK,Dortmund,30,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
194,André Hoffmann,GER,DF|MF,Düsseldorf,25,1993,11.7,0,5,0,0.0,0.43,0.00,0.00,,15.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
195,Nicolas Höfler,GER,MF,Freiburg,28,1990,17.9,0,12,4,33.3,0.67,0.22,0.00,0.00,20.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8
196,Jonas Hofmann,GER,MF,M'Gladbach,26,1992,21.2,5,34,8,23.5,1.60,0.38,0.12,0.50,22.7,1,1,2,5.5,3.9,0.12,-0.5,+0.1
197,Lucas Höler,GER,FW,Freiburg,24,1994,11.2,4,26,11,42.3,2.33,0.98,0.15,0.36,15.3,0,0,0,3.9,3.9,0.15,+0.1,+0.1
198,Gerrit Holtmann,PHI,FW|MF,Mainz 05,23,1995,1.6,0,2,0,0.0,1.24,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
199,Justin Hoogma,NED,DF|MF,Hoffenheim,20,1998,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
200,Lukáš Hrádecký,FIN,GK,Leverkusen,28,1989,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
201,Branimir Hrgota,SWE,FW,Eint Frankfurt,25,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
202,Benjamin Hübner,GER,DF,Hoffenheim,29,1989,9.0,0,9,4,44.4,1.00,0.44,0.00,0.00,10.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7
203,Mats Hummels,GER,DF,Bayern Munich,29,1988,19.7,1,19,5,26.3,0.96,0.25,0.05,0.20,9.2,0,0,0,2.4,2.4,0.15,-1.4,-1.4
204,Vedad Ibišević,BIH,FW,Hertha BSC,33,1984,20.1,10,52,19,36.5,2.59,0.95,0.17,0.47,11.0,0,1,1,12.4,11.8,0.23,-2.4,-2.8
205,Ivo Iličević,CRO,MF,Nürnberg,31,1986,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
206,Stefan Ilsanker,AUT,DF|MF,RB Leipzig,29,1989,10.4,0,4,0,0.0,0.39,0.00,0.00,,13.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5
207,Emiliano Insúa,ARG,DF,Stuttgart,29,1989,23.5,2,8,5,62.5,0.34,0.21,0.25,0.40,22.4,1,0,0,0.5,0.5,0.06,+1.5,+1.5
208,Mikael Ishak,SWE,FW,Nürnberg,25,1993,21.3,4,37,13,35.1,1.74,0.61,0.11,0.31,19.4,1,0,1,4.5,3.8,0.10,-0.5,+0.2
209,Gian-Luca Itter,GER,DF,Wolfsburg,19,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
210,Koo Ja-cheol,KOR,MF,Augsburg,29,1989,18.2,2,26,7,26.9,1.43,0.38,0.08,0.29,17.1,0,0,0,3.7,3.7,0.14,-1.7,-1.7
211,Lukas Jäger,AUT,FW|MF,Nürnberg,24,1994,0.3,0,1,0,0.0,3.33,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0
212,Christoph Janker,GER,MF|FW,Augsburg,33,1985,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
213,Tony Jantschke,GER,DF,M'Gladbach,28,1990,10.4,0,4,0,0.0,0.39,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2
214,Rune Jarstein,NOR,GK,Hertha BSC,33,1984,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
215,Dennis Jastrzembski,POL,FW|DF,Hertha BSC,18,2000,0.7,0,1,0,0.0,1.48,0.00,0.00,,33.8,0,0,0,0.0,0.0,0.02,0.0,0.0
216,Tin Jedvaj,CRO,DF,Leverkusen,22,1995,12.5,0,9,3,33.3,0.72,0.24,0.00,0.00,21.2,0,0,0,0.7,0.7,0.08,-0.7,-0.7
217,Fredrik Jensen,FIN,FW|MF,Augsburg,20,1997,2.3,0,2,0,0.0,0.87,0.00,0.00,,21.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3
218,Joelinton,BRA,FW|MF,Hoffenheim,21,1996,23.7,7,56,24,42.9,2.37,1.01,0.13,0.29,16.4,0,0,0,8.3,8.3,0.15,-1.3,-1.3
219,Aron Jóhannsson,USA,MF,Werder Bremen,27,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
220,Fabian Johnson,USA,DF|FW,M'Gladbach,30,1987,11.2,1,3,1,33.3,0.27,0.09,0.33,1.00,12.1,0,0,0,1.1,1.1,0.36,-0.1,-0.1
221,Jonathas,BRA,FW,Hannover 96,29,1989,6.7,3,12,5,41.7,1.78,0.74,0.17,0.40,17.6,0,1,1,2.3,1.5,0.13,+0.7,+0.5
222,Luka Jović,SRB,FW|MF,Eint Frankfurt,20,1997,24.9,17,96,41,42.7,3.85,1.65,0.17,0.39,14.6,0,1,1,14.9,14.1,0.15,+2.1,+1.9
223,Sebastian Jung,GER,DF,Wolfsburg,28,1990,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
224,Ozan Kabak,TUR,DF,Stuttgart,18,2000,15.0,3,11,5,45.5,0.73,0.33,0.27,0.60,14.1,0,0,0,1.3,1.3,0.12,+1.7,+1.7
225,Pavel Kadeřábek,CZE,DF,Hoffenheim,26,1992,27.9,3,28,11,39.3,1.00,0.39,0.11,0.27,11.6,0,0,0,3.8,3.8,0.14,-0.8,-0.8
226,Shinji Kagawa,JPN,MF,Dortmund,29,1989,1.1,0,4,2,50.0,3.67,1.84,0.00,0.00,21.4,0,0,0,0.4,0.4,0.11,-0.4,-0.4
227,Florian Kainz,AUT,FW,Werder Bremen,25,1992,4.1,0,8,2,25.0,1.93,0.48,0.00,0.00,20.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
228,Salomon Kalou,CIV,FW|MF,Hertha BSC,32,1985,25.7,8,44,14,31.8,1.71,0.54,0.11,0.36,14.2,1,3,3,10.1,7.7,0.18,-2.1,-2.7
229,Marcin Kamiński,POL,DF,Düsseldorf,26,1992,27.0,0,8,1,12.5,0.30,0.04,0.00,0.00,18.2,2,0,0,0.7,0.7,0.09,-0.7,-0.7
230,Patrick Kammerbauer,GER,FW,Freiburg,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
231,Kevin Kampl,SVN,MF,RB Leipzig,27,1990,23.5,2,34,15,44.1,1.45,0.64,0.06,0.13,23.1,0,0,0,1.8,1.8,0.05,+0.2,+0.2
232,Stefanos Kapino,GRE,GK,Werder Bremen,24,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
233,Kenan Karaman,TUR,FW|MF,Düsseldorf,24,1994,10.2,3,21,8,38.1,2.06,0.78,0.14,0.38,12.1,0,0,0,3.4,3.4,0.16,-0.4,-0.4
234,Marc-Oliver Kempf,GER,DF,Stuttgart,23,1995,22.5,2,14,2,14.3,0.62,0.09,0.14,1.00,12.4,0,0,0,1.7,1.7,0.12,+0.3,+0.3
235,Sebastian Kerk,GER,MF|FW,Nürnberg,24,1994,13.1,0,18,6,33.3,1.37,0.46,0.00,0.00,25.4,5,0,0,0.8,0.8,0.05,-0.8,-0.8
236,Rani Khedira,GER,DF|MF,Augsburg,24,1994,29.2,4,14,5,35.7,0.48,0.17,0.29,0.80,12.8,0,0,0,1.5,1.5,0.11,+2.5,+2.5
237,Isaac Kiese Thelin,SWE,FW|MF,Leverkusen,26,1992,2.0,0,5,1,20.0,2.50,0.50,0.00,0.00,12.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
238,Joshua Kimmich,GER,DF|MF,Bayern Munich,23,1995,34.0,2,25,8,32.0,0.74,0.24,0.08,0.25,18.5,0,0,0,2.2,2.2,0.09,-0.2,-0.2
239,Davy Klaassen,NED,MF,Werder Bremen,25,1993,31.3,5,32,9,28.1,1.02,0.29,0.16,0.56,20.0,0,0,0,3.0,3.0,0.10,+2.0,+2.0
240,Felix Klaus,GER,FW|MF,Wolfsburg,25,1992,4.9,1,16,6,37.5,3.25,1.22,0.06,0.17,18.2,0,0,0,1.9,1.9,0.12,-0.9,-0.9
241,Tim Kleindienst,GER,FW,Freiburg,22,1995,2.2,0,5,1,20.0,2.25,0.45,0.00,0.00,17.2,0,0,0,0.7,0.7,0.14,-0.7,-0.7
242,Lukas Klostermann,GER,DF,RB Leipzig,22,1996,22.3,5,13,6,46.2,0.58,0.27,0.38,0.83,12.5,0,0,0,2.0,2.0,0.16,+3.0,+3.0
243,Lukas Klünter,GER,DF,Hertha BSC,22,1996,6.6,0,5,1,20.0,0.76,0.15,0.00,0.00,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
244,Robin Knoche,GER,DF,Wolfsburg,26,1992,31.0,3,14,5,35.7,0.45,0.16,0.21,0.60,9.4,0,0,0,1.8,1.8,0.13,+1.2,+1.2
245,Törles Knöll,GER,FW|MF,Nürnberg,20,1997,4.1,1,6,3,50.0,1.46,0.73,0.17,0.33,9.6,0,0,0,1.0,1.0,0.17,0.0,0.0
246,Gregor Kobel,SUI,GK,Hoffenheim,20,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
247,Gregor Kobel,SUI,GK,Augsburg,20,1997,15.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
248,Robin Koch,GER,MF|DF,Freiburg,22,1996,21.1,1,11,2,18.2,0.52,0.09,0.09,0.50,17.3,0,0,0,0.9,0.9,0.09,+0.1,+0.1
249,Dominik Kohr,GER,MF,Leverkusen,24,1994,10.8,0,15,4,26.7,1.39,0.37,0.00,0.00,22.5,0,0,0,1.4,1.4,0.09,-1.4,-1.4
250,Ibrahima Konaté,FRA,DF,RB Leipzig,19,1999,27.0,1,13,3,23.1,0.48,0.11,0.08,0.33,11.7,0,0,0,1.7,1.7,0.13,-0.7,-0.7
251,Yevhen Konoplyanka,UKR,FW|MF,Schalke 04,28,1989,7.3,1,17,5,29.4,2.33,0.69,0.06,0.20,23.6,1,0,0,1.5,1.5,0.09,-0.5,-0.5
252,Pascal Köpke,GER,FW|MF,Hertha BSC,22,1995,0.8,0,4,1,25.0,4.86,1.22,0.00,0.00,18.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
253,Julian Korb,GER,DF,Hannover 96,26,1992,11.2,0,2,0,0.0,0.18,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0
254,Filip Kostić,SRB,DF|FW,Eint Frankfurt,25,1992,32.8,6,62,18,29.0,1.89,0.55,0.10,0.33,21.4,7,0,0,4.5,4.5,0.07,+1.5,+1.5
255,Dawid Kownacki,POL,MF|FW,Düsseldorf,21,1997,6.4,4,13,5,38.5,2.03,0.78,0.31,0.80,14.9,0,0,0,1.6,1.6,0.12,+2.4,+2.4
256,Thomas Kraft,GER,GK,Hertha BSC,30,1988,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
257,Andrej Kramarić,CRO,MF|FW,Hoffenheim,27,1991,26.6,17,104,38,36.5,3.91,1.43,0.12,0.32,18.6,8,5,6,21.0,16.3,0.16,-4.0,-4.3
258,Christoph Kramer,GER,MF,M'Gladbach,27,1991,12.6,2,8,3,37.5,0.63,0.24,0.25,0.67,17.6,0,0,0,1.0,1.0,0.13,+1.0,+1.0
259,Max Kruse,GER,FW|MF,Werder Bremen,30,1988,31.5,11,88,37,42.0,2.80,1.18,0.09,0.22,19.9,2,3,3,10.3,8.0,0.09,+0.7,0.0
260,Lukas Kübler,GER,DF|MF,Freiburg,25,1992,13.2,0,6,2,33.3,0.46,0.15,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
261,Yuya Kubo,JPN,FW|MF,Nürnberg,24,1993,15.1,1,29,11,37.9,1.92,0.73,0.03,0.09,19.5,0,0,0,2.4,2.4,0.08,-1.4,-1.4
262,Pierre Kunde,CMR,MF,Mainz 05,23,1995,21.2,0,30,7,23.3,1.41,0.33,0.00,0.00,28.8,2,0,0,0.9,0.9,0.03,-0.9,-0.9
263,Ahmed Kutucu,TUR,FW|MF,Schalke 04,18,2000,4.7,2,13,7,53.8,2.75,1.48,0.15,0.29,20.8,1,0,0,1.4,1.4,0.11,+0.6,+0.6
264,Konrad Laimer,AUT,MF|DF,RB Leipzig,21,1997,20.8,1,14,5,35.7,0.67,0.24,0.07,0.20,16.2,0,0,0,2.5,2.5,0.18,-1.5,-1.5
265,Michael Lang,SUI,DF,M'Gladbach,27,1991,13.9,1,11,3,27.3,0.79,0.22,0.09,0.33,10.5,0,0,0,1.9,1.9,0.17,-0.9,-0.9
266,Sebastian Langkamp,GER,DF,Werder Bremen,30,1988,15.7,0,10,2,20.0,0.64,0.13,0.00,0.00,10.0,0,0,0,1.2,1.2,0.12,-1.2,-1.2
267,Danny Latza,GER,MF,Mainz 05,28,1989,20.7,0,39,7,17.9,1.88,0.34,0.00,0.00,21.6,1,0,0,2.9,2.9,0.08,-2.9,-2.9
268,Valentino Lazaro,AUT,DF|FW,Hertha BSC,22,1996,30.5,3,20,8,40.0,0.66,0.26,0.15,0.38,18.3,3,0,0,2.1,2.1,0.11,+0.9,+0.9
269,Mathew Leckie,AUS,FW|MF,Hertha BSC,27,1991,10.5,2,22,9,40.9,2.10,0.86,0.09,0.22,12.9,0,0,0,2.7,2.7,0.12,-0.7,-0.7
270,Tim Leibold,GER,DF,Nürnberg,24,1993,30.7,0,27,5,18.5,0.88,0.16,0.00,0.00,22.8,3,0,1,2.0,1.2,0.04,-2.0,-1.2
271,Robert Lewandowski,POL,FW,Bayern Munich,29,1988,32.9,22,140,48,34.3,4.26,1.46,0.14,0.40,13.2,5,3,4,30.7,27.5,0.20,-8.7,-8.5
272,Philipp Lienhart,AUT,DF,Freiburg,22,1996,6.8,0,4,0,0.0,0.59,0.00,0.00,,11.8,0,0,0,0.5,0.5,0.12,-0.5,-0.5
273,Davor Lovren,CRO,MF,Düsseldorf,19,1998,0.5,0,1,1,100.0,1.96,1.96,0.00,0.00,27.8,0,0,0,0.0,0.0,0.03,0.0,0.0
274,Eduard Löwen,GER,MF|FW,Nürnberg,21,1997,18.0,3,37,13,35.1,2.05,0.72,0.08,0.23,25.0,7,0,0,3.1,3.1,0.08,-0.1,-0.1
275,Derrick Luckassen,NED,DF,Hertha BSC,23,1995,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
276,Dodi Lukebakio,BEL,FW|MF,Düsseldorf,20,1997,21.9,10,50,26,52.0,2.28,1.19,0.12,0.23,18.2,0,4,6,12.7,8.0,0.16,-2.7,-2.0
277,Fabian Lustenberger,SUI,DF|MF,Hertha BSC,30,1988,24.1,0,2,0,0.0,0.08,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
278,Andreas Luthe,GER,GK,Augsburg,31,1987,14.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
279,Pablo Maffeo,ESP,DF|MF,Stuttgart,21,1997,6.6,0,4,1,25.0,0.60,0.15,0.00,0.00,21.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
280,Arne Maier,GER,MF,Hertha BSC,19,1999,22.9,0,20,6,30.0,0.87,0.26,0.00,0.00,24.7,0,0,0,0.8,0.8,0.04,-0.8,-0.8
281,Linton Maina,GER,FW|MF,Hannover 96,19,1999,15.7,1,22,2,9.1,1.40,0.13,0.05,0.50,19.0,0,0,0,1.6,1.6,0.07,-0.6,-0.6
282,Yunus Mallı,TUR,MF|FW,Wolfsburg,26,1992,7.8,1,7,3,42.9,0.90,0.39,0.00,0.00,20.4,0,1,1,1.9,1.1,0.15,-0.9,-1.1
283,Georg Margreitter,AUT,DF,Nürnberg,29,1988,22.9,2,16,4,25.0,0.70,0.17,0.13,0.50,12.2,0,0,0,1.2,1.2,0.07,+0.8,+0.8
284,Aarón Martín,ESP,DF,Mainz 05,21,1997,32.0,0,18,5,27.8,0.56,0.16,0.00,0.00,23.6,2,0,0,0.8,0.8,0.04,-0.8,-0.8
285,Javi Martínez,ESP,MF,Bayern Munich,29,1988,14.5,3,18,8,44.4,1.24,0.55,0.17,0.38,14.2,0,0,0,1.5,1.5,0.09,+1.5,+1.5
286,Omar Mascarell,ESP,MF,Schalke 04,25,1993,11.0,0,6,0,0.0,0.54,0.00,0.00,,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
287,Jean-Philippe Mateta,FRA,FW,Mainz 05,21,1997,27.6,14,97,34,35.1,3.52,1.23,0.14,0.41,14.7,0,0,0,13.8,13.8,0.14,+0.2,+0.2
288,Christian Mathenia,GER,GK,Nürnberg,26,1992,21.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
289,Rabbi Matondo,WAL,FW|MF,Schalke 04,17,2000,2.1,0,3,1,33.3,1.43,0.48,0.00,0.00,12.0,0,0,0,0.3,0.3,0.12,-0.3,-0.3
290,Philipp Max,GER,DF|MF,Augsburg,24,1993,28.5,4,24,13,54.2,0.84,0.46,0.17,0.31,20.2,2,0,0,2.4,2.4,0.10,+1.6,+1.6
291,Alexandru Maxim,ROU,MF|FW,Mainz 05,28,1990,6.4,1,15,3,20.0,2.33,0.47,0.07,0.33,19.0,2,0,0,1.1,1.1,0.07,-0.1,-0.1
292,Weston McKennie,USA,MF|FW,Schalke 04,19,1998,19.4,1,25,7,28.0,1.29,0.36,0.04,0.14,13.2,0,0,0,3.0,3.0,0.12,-2.0,-2.0
293,Admir Mehmedi,SUI,FW|MF,Wolfsburg,27,1991,18.8,6,36,13,36.1,1.91,0.69,0.17,0.46,17.1,1,0,0,4.0,4.0,0.11,+2.0,+2.0
294,Hamza Mendyl,MAR,DF,Schalke 04,20,1997,6.0,0,3,2,66.7,0.50,0.33,0.00,0.00,23.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
295,Virgil Misidjan,NED,MF|FW,Nürnberg,25,1993,17.1,1,23,8,34.8,1.34,0.47,0.04,0.13,19.5,0,0,0,2.5,2.5,0.11,-1.5,-1.5
296,Maximilian Mittelstädt,GER,DF|MF,Hertha BSC,21,1997,20.0,1,23,6,26.1,1.15,0.30,0.04,0.17,18.8,0,0,0,1.3,1.3,0.06,-0.3,-0.3
297,Kevin Möhwald,GER,MF,Werder Bremen,25,1993,9.7,3,20,10,50.0,2.06,1.03,0.15,0.30,23.0,1,0,0,1.0,1.0,0.05,+2.0,+2.0
298,Niklas Moisander,FIN,DF,Werder Bremen,32,1985,29.3,0,8,1,12.5,0.27,0.03,0.00,0.00,15.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4
299,Alfredo Morales,USA,MF,Düsseldorf,28,1990,17.0,1,19,9,47.4,1.12,0.53,0.05,0.11,18.1,0,0,0,1.0,1.0,0.05,0.0,0.0
300,Jan Morávek,CZE,MF,Augsburg,28,1989,8.4,0,3,2,66.7,0.36,0.24,0.00,0.00,9.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
301,Lukas Mühl,GER,DF,Nürnberg,21,1997,31.0,1,12,2,16.7,0.39,0.06,0.08,0.50,13.5,0,0,0,1.0,1.0,0.09,0.0,0.0
302,Nordi Mukiele,FRA,DF,RB Leipzig,20,1997,13.6,1,8,3,37.5,0.59,0.22,0.13,0.33,21.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6
303,Florian Müller,GER,GK,Mainz 05,20,1997,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
304,Nicolai Müller,GER,MF|FW,Hannover 96,30,1987,10.0,3,20,7,35.0,2.00,0.70,0.15,0.43,16.4,0,0,0,2.4,2.4,0.12,+0.6,+0.6
